Pin,Occurrence, Percentage
2793,24 0.,1.9833E+15
9777,24 0.,1.9833E+15
3831,24 0.,1.9833E+15
3674,24 0.,1.9833E+15
6182,24 0.,1.9833E+15
6819,24 0.,1.9833E+15
9778,24 0.,1.9833E+15
4427,24 0.,1.9833E+15
6580,24 0.,1.9833E+15
3095,24 0.,1.9833E+15
4798,24 0.,1.9833E+15
6750,24 0.,1.9833E+15
9315,24 0.,1.9833E+15
6173,24 0.,1.9833E+15
5747,24 0.,1.9833E+15
1872,24 0.,1.9833E+15
7235,24 0.,1.9833E+15
2778,24 0.,1.9833E+15
4697,24 0.,1.9833E+15
7135,24 0.,1.9833E+15
2921,24 0.,1.9833E+15
3991,24 0.,1.9833E+15
7213,24 0.,1.9833E+15
4831,24 0.,1.9833E+15
562,24 0.,1.9833E+15
7645,24 0.,1.9833E+15
684,24 0.,1.9833E+15
6422,24 0.,1.9833E+15
9855,24 0.,1.9833E+15
5975,24 0.,1.9833E+15
2592,24 0.,1.9833E+15
9294,24 0.,1.9833E+15
7976,24 0.,1.9833E+15
7463,24 0.,1.9833E+15
7881,24 0.,1.9833E+15
1767,24 0.,1.9833E+15
4059,24 0.,1.9833E+15
7945,24 0.,1.9833E+15
6743,24 0.,1.9833E+15
9622,24 0.,1.9833E+15
9163,24 0.,1.9833E+15
7842,24 0.,1.9833E+15
7058,24 0.,1.9833E+15
6292,24 0.,1.9833E+15
6784,24 0.,1.9833E+15
174,24 0.,1.9833E+15
9479,24 0.,1.9833E+15
4289,24 0.,1.9833E+15
141,24 0.,1.9833E+15
9970,24 0.,1.9833E+15
6553,24 0.,1.9833E+15
4671,24 0.,1.9833E+15
7968,24 0.,1.9833E+15
5372,24 0.,1.9833E+15
8943,24 0.,1.9833E+15
5194,24 0.,1.9833E+15
7740,24 0.,1.9833E+15
6763,24 0.,1.9833E+15
9602,24 0.,1.9833E+15
7185,24 0.,1.9833E+15
2892,24 0.,1.9833E+15
4225,24 0.,1.9833E+15
482,24 0.,1.9833E+15
9550,24 0.,1.9833E+15
2839,24 0.,1.9833E+15
2967,24 0.,1.9833E+15
4302,24 0.,1.9833E+15
9076,24 0.,1.9833E+15
6197,24 0.,1.9833E+15
7355,24 0.,1.9833E+15
2785,24 0.,1.9833E+15
4964,24 0.,1.9833E+15
1779,24 0.,1.9833E+15
7680,24 0.,1.9833E+15
9164,24 0.,1.9833E+15
3604,24 0.,1.9833E+15
6751,24 0.,1.9833E+15
9780,24 0.,1.9833E+15
3805,24 0.,1.9833E+15
9444,24 0.,1.9833E+15
2667,24 0.,1.9833E+15
6773,24 0.,1.9833E+15
6638,23 0.,1.90066E+16
2741,23 0.,1.90066E+16
5176,23 0.,1.90066E+16
3427,23 0.,1.90066E+16
7365,23 0.,1.90066E+16
6552,23 0.,1.90066E+16
4984,23 0.,1.90066E+16
6043,23 0.,1.90066E+16
3430,23 0.,1.90066E+16
3183,23 0.,1.90066E+16
7174,23 0.,1.90066E+16
4281,23 0.,1.90066E+16
8545,23 0.,1.90066E+16
4805,23 0.,1.90066E+16
4056,23 0.,1.90066E+16
3498,23 0.,1.90066E+16
9551,23 0.,1.90066E+16
8414,23 0.,1.90066E+16
9159,23 0.,1.90066E+16
7186,23 0.,1.90066E+16
7619,23 0.,1.90066E+16
883,23 0.,1.90066E+16
7559,23 0.,1.90066E+16
9283,23 0.,1.90066E+16
4767,23 0.,1.90066E+16
7314,23 0.,1.90066E+16
6272,23 0.,1.90066E+16
2968,23 0.,1.90066E+16
6859,23 0.,1.90066E+16
5378,23 0.,1.90066E+16
4864,23 0.,1.90066E+16
2871,23 0.,1.90066E+16
7161,23 0.,1.90066E+16
4994,23 0.,1.90066E+16
4841,23 0.,1.90066E+16
3705,23 0.,1.90066E+16
9144,23 0.,1.90066E+16
6732,23 0.,1.90066E+16
7291,23 0.,1.90066E+16
9533,23 0.,1.90066E+16
6167,23 0.,1.90066E+16
4083,23 0.,1.90066E+16
2867,23 0.,1.90066E+16
6716,23 0.,1.90066E+16
5764,23 0.,1.90066E+16
3653,23 0.,1.90066E+16
658,23 0.,1.90066E+16
9427,23 0.,1.90066E+16
290,23 0.,1.90066E+16
4706,23 0.,1.90066E+16
3978,23 0.,1.90066E+16
3917,23 0.,1.90066E+16
5944,23 0.,1.90066E+16
7251,23 0.,1.90066E+16
9185,23 0.,1.90066E+16
7153,23 0.,1.90066E+16
4098,23 0.,1.90066E+16
4333,23 0.,1.90066E+16
3850,23 0.,1.90066E+16
3062,23 0.,1.90066E+16
4307,23 0.,1.90066E+16
4428,23 0.,1.90066E+16
5357,23 0.,1.90066E+16
7028,23 0.,1.90066E+16
3148,23 0.,1.90066E+16
6462,23 0.,1.90066E+16
6574,23 0.,1.90066E+16
6177,23 0.,1.90066E+16
4266,23 0.,1.90066E+16
7498,23 0.,1.90066E+16
3764,23 0.,1.90066E+16
9662,23 0.,1.90066E+16
850,23 0.,1.90066E+16
6423,23 0.,1.90066E+16
8993,23 0.,1.90066E+16
9228,23 0.,1.90066E+16
2870,23 0.,1.90066E+16
7602,23 0.,1.90066E+16
8046,23 0.,1.90066E+16
6983,23 0.,1.90066E+16
9524,23 0.,1.90066E+16
4237,23 0.,1.90066E+16
9374,23 0.,1.90066E+16
7078,23 0.,1.90066E+16
3881,23 0.,1.90066E+16
4966,23 0.,1.90066E+16
9491,23 0.,1.90066E+16
6529,23 0.,1.90066E+16
3863,23 0.,1.90066E+16
8220,23 0.,1.90066E+16
2982,23 0.,1.90066E+16
6944,23 0.,1.90066E+16
5739,23 0.,1.90066E+16
2936,23 0.,1.90066E+16
7660,23 0.,1.90066E+16
8375,23 0.,1.90066E+16
2559,23 0.,1.90066E+16
7661,23 0.,1.90066E+16
4573,23 0.,1.90066E+16
7662,23 0.,1.90066E+16
7143,23 0.,1.90066E+16
9717,23 0.,1.90066E+16
9767,23 0.,1.90066E+16
6722,23 0.,1.90066E+16
7929,23 0.,1.90066E+16
284,23 0.,1.90066E+16
6192,23 0.,1.90066E+16
4597,23 0.,1.90066E+16
9572,23 0.,1.90066E+16
6296,23 0.,1.90066E+16
138,23 0.,1.90066E+16
2437,23 0.,1.90066E+16
2960,23 0.,1.90066E+16
389,23 0.,1.90066E+16
6441,23 0.,1.90066E+16
270,23 0.,1.90066E+16
6790,23 0.,1.90066E+16
3775,23 0.,1.90066E+16
6390,23 0.,1.90066E+16
979,23 0.,1.90066E+16
5384,23 0.,1.90066E+16
7066,23 0.,1.90066E+16
5328,23 0.,1.90066E+16
5694,23 0.,1.90066E+16
7196,23 0.,1.90066E+16
4780,23 0.,1.90066E+16
7031,23 0.,1.90066E+16
4182,23 0.,1.90066E+16
9172,23 0.,1.90066E+16
3675,23 0.,1.90066E+16
4066,23 0.,1.90066E+16
8497,23 0.,1.90066E+16
6830,23 0.,1.90066E+16
6391,23 0.,1.90066E+16
6387,23 0.,1.90066E+16
2647,23 0.,1.90066E+16
6380,23 0.,1.90066E+16
4640,23 0.,1.90066E+16
4304,23 0.,1.90066E+16
6941,23 0.,1.90066E+16
7843,23 0.,1.90066E+16
9671,23 0.,1.90066E+16
448,23 0.,1.90066E+16
5009,23 0.,1.90066E+16
7793,23 0.,1.90066E+16
975,23 0.,1.90066E+16
1693,23 0.,1.90066E+16
4745,23 0.,1.90066E+16
4008,23 0.,1.90066E+16
4057,23 0.,1.90066E+16
9890,23 0.,1.90066E+16
5078,23 0.,1.90066E+16
7285,23 0.,1.90066E+16
4328,23 0.,1.90066E+16
7738,23 0.,1.90066E+16
4695,23 0.,1.90066E+16
6256,23 0.,1.90066E+16
6760,23 0.,1.90066E+16
6609,23 0.,1.90066E+16
4912,23 0.,1.90066E+16
2443,23 0.,1.90066E+16
836,23 0.,1.90066E+16
7529,23 0.,1.90066E+16
2093,23 0.,1.90066E+16
4402,23 0.,1.90066E+16
7641,23 0.,1.90066E+16
4262,23 0.,1.90066E+16
7090,23 0.,1.90066E+16
945,23 0.,1.90066E+16
8947,23 0.,1.90066E+16
9583,23 0.,1.90066E+16
5559,23 0.,1.90066E+16
6979,23 0.,1.90066E+16
6733,23 0.,1.90066E+16
4843,23 0.,1.90066E+16
277,23 0.,1.90066E+16
4781,23 0.,1.90066E+16
4801,23 0.,1.90066E+16
4529,23 0.,1.90066E+16
589,23 0.,1.90066E+16
3851,23 0.,1.90066E+16
4335,23 0.,1.90066E+16
4637,23 0.,1.90066E+16
6242,23 0.,1.90066E+16
251,23 0.,1.90066E+16
9285,23 0.,1.90066E+16
4209,23 0.,1.90066E+16
4638,23 0.,1.90066E+16
7176,23 0.,1.90066E+16
5761,23 0.,1.90066E+16
4754,23 0.,1.90066E+16
5875,23 0.,1.90066E+16
7703,23 0.,1.90066E+16
9138,23 0.,1.90066E+16
7160,23 0.,1.90066E+16
9938,23 0.,1.90066E+16
4965,23 0.,1.90066E+16
4476,23 0.,1.90066E+16
3672,23 0.,1.90066E+16
7624,23 0.,1.90066E+16
9853,23 0.,1.90066E+16
6947,23 0.,1.90066E+16
6828,23 0.,1.90066E+16
4842,23 0.,1.90066E+16
549,23 0.,1.90066E+16
6067,23 0.,1.90066E+16
3790,23 0.,1.90066E+16
3841,23 0.,1.90066E+16
4669,23 0.,1.90066E+16
7642,23 0.,1.90066E+16
6709,23 0.,1.90066E+16
6092,23 0.,1.90066E+16
1763,23 0.,1.90066E+16
1462,23 0.,1.90066E+16
4584,23 0.,1.90066E+16
5359,23 0.,1.90066E+16
6343,23 0.,1.90066E+16
145,23 0.,1.90066E+16
9297,23 0.,1.90066E+16
7224,23 0.,1.90066E+16
4061,23 0.,1.90066E+16
9048,23 0.,1.90066E+16
7036,23 0.,1.90066E+16
9250,23 0.,1.90066E+16
6393,23 0.,1.90066E+16
3748,23 0.,1.90066E+16
7607,23 0.,1.90066E+16
2293,23 0.,1.90066E+16
7631,23 0.,1.90066E+16
4157,23 0.,1.90066E+16
5351,23 0.,1.90066E+16
5649,23 0.,1.90066E+16
6279,23 0.,1.90066E+16
6397,23 0.,1.90066E+16
3997,23 0.,1.90066E+16
7384,23 0.,1.90066E+16
9395,23 0.,1.90066E+16
5794,23 0.,1.90066E+16
3289,23 0.,1.90066E+16
5493,23 0.,1.90066E+16
3950,23 0.,1.90066E+16
4999,23 0.,1.90066E+16
4782,23 0.,1.90066E+16
9383,23 0.,1.90066E+16
9457,22 0.,1.81802E+16
7927,22 0.,1.81802E+16
366,22 0.,1.81802E+16
9043,22 0.,1.81802E+16
9307,22 0.,1.81802E+16
6061,22 0.,1.81802E+16
4572,22 0.,1.81802E+16
4681,22 0.,1.81802E+16
699,22 0.,1.81802E+16
7649,22 0.,1.81802E+16
4298,22 0.,1.81802E+16
3679,22 0.,1.81802E+16
9515,22 0.,1.81802E+16
9934,22 0.,1.81802E+16
6635,22 0.,1.81802E+16
5792,22 0.,1.81802E+16
5843,22 0.,1.81802E+16
2873,22 0.,1.81802E+16
9169,22 0.,1.81802E+16
4635,22 0.,1.81802E+16
7262,22 0.,1.81802E+16
4329,22 0.,1.81802E+16
6098,22 0.,1.81802E+16
6508,22 0.,1.81802E+16
144,22 0.,1.81802E+16
7702,22 0.,1.81802E+16
6884,22 0.,1.81802E+16
5597,22 0.,1.81802E+16
8350,22 0.,1.81802E+16
8175,22 0.,1.81802E+16
6929,22 0.,1.81802E+16
6056,22 0.,1.81802E+16
4086,22 0.,1.81802E+16
9422,22 0.,1.81802E+16
8170,22 0.,1.81802E+16
4369,22 0.,1.81802E+16
7803,22 0.,1.81802E+16
6240,22 0.,1.81802E+16
6870,22 0.,1.81802E+16
4802,22 0.,1.81802E+16
4351,22 0.,1.81802E+16
6474,22 0.,1.81802E+16
8148,22 0.,1.81802E+16
9247,22 0.,1.81802E+16
3466,22 0.,1.81802E+16
673,22 0.,1.81802E+16
5669,22 0.,1.81802E+16
9471,22 0.,1.81802E+16
6804,22 0.,1.81802E+16
6673,22 0.,1.81802E+16
7083,22 0.,1.81802E+16
7549,22 0.,1.81802E+16
7647,22 0.,1.81802E+16
7113,22 0.,1.81802E+16
1464,22 0.,1.81802E+16
4643,22 0.,1.81802E+16
547,22 0.,1.81802E+16
4286,22 0.,1.81802E+16
4473,22 0.,1.81802E+16
7193,22 0.,1.81802E+16
9375,22 0.,1.81802E+16
4799,22 0.,1.81802E+16
9618,22 0.,1.81802E+16
4976,22 0.,1.81802E+16
9207,22 0.,1.81802E+16
5909,22 0.,1.81802E+16
9400,22 0.,1.81802E+16
6845,22 0.,1.81802E+16
259,22 0.,1.81802E+16
464,22 0.,1.81802E+16
7672,22 0.,1.81802E+16
6344,22 0.,1.81802E+16
9379,22 0.,1.81802E+16
6643,22 0.,1.81802E+16
7287,22 0.,1.81802E+16
8334,22 0.,1.81802E+16
5984,22 0.,1.81802E+16
341,22 0.,1.81802E+16
7203,22 0.,1.81802E+16
7060,22 0.,1.81802E+16
3904,22 0.,1.81802E+16
9835,22 0.,1.81802E+16
9204,22 0.,1.81802E+16
7079,22 0.,1.81802E+16
2195,22 0.,1.81802E+16
5442,22 0.,1.81802E+16
7376,22 0.,1.81802E+16
1794,22 0.,1.81802E+16
4038,22 0.,1.81802E+16
8474,22 0.,1.81802E+16
9232,22 0.,1.81802E+16
6571,22 0.,1.81802E+16
7016,22 0.,1.81802E+16
1672,22 0.,1.81802E+16
5726,22 0.,1.81802E+16
5971,22 0.,1.81802E+16
9365,22 0.,1.81802E+16
6113,22 0.,1.81802E+16
7957,22 0.,1.81802E+16
5332,22 0.,1.81802E+16
9814,22 0.,1.81802E+16
4106,22 0.,1.81802E+16
3827,22 0.,1.81802E+16
253,22 0.,1.81802E+16
9372,22 0.,1.81802E+16
2395,22 0.,1.81802E+16
2682,22 0.,1.81802E+16
6959,22 0.,1.81802E+16
477,22 0.,1.81802E+16
677,22 0.,1.81802E+16
995,22 0.,1.81802E+16
9964,22 0.,1.81802E+16
42,22 0.,1.81802E+16
5393,22 0.,1.81802E+16
9084,22 0.,1.81802E+16
4181,22 0.,1.81802E+16
7074,22 0.,1.81802E+16
9115,22 0.,1.81802E+16
4167,22 0.,1.81802E+16
4771,22 0.,1.81802E+16
7236,22 0.,1.81802E+16
4448,22 0.,1.81802E+16
2761,22 0.,1.81802E+16
343,22 0.,1.81802E+16
7055,22 0.,1.81802E+16
7363,22 0.,1.81802E+16
9416,22 0.,1.81802E+16
43,22 0.,1.81802E+16
5882,22 0.,1.81802E+16
9575,22 0.,1.81802E+16
9280,22 0.,1.81802E+16
263,22 0.,1.81802E+16
4897,22 0.,1.81802E+16
7991,22 0.,1.81802E+16
5797,22 0.,1.81802E+16
3977,22 0.,1.81802E+16
1495,22 0.,1.81802E+16
5673,22 0.,1.81802E+16
6803,22 0.,1.81802E+16
4601,22 0.,1.81802E+16
4726,22 0.,1.81802E+16
675,22 0.,1.81802E+16
3097,22 0.,1.81802E+16
7540,22 0.,1.81802E+16
9845,22 0.,1.81802E+16
7653,22 0.,1.81802E+16
9019,22 0.,1.81802E+16
4282,22 0.,1.81802E+16
4065,22 0.,1.81802E+16
780,22 0.,1.81802E+16
9181,22 0.,1.81802E+16
6492,22 0.,1.81802E+16
7362,22 0.,1.81802E+16
94,22 0.,1.81802E+16
4853,22 0.,1.81802E+16
5982,22 0.,1.81802E+16
5933,22 0.,1.81802E+16
1894,22 0.,1.81802E+16
6408,22 0.,1.81802E+16
9242,22 0.,1.81802E+16
7872,22 0.,1.81802E+16
6916,22 0.,1.81802E+16
7545,22 0.,1.81802E+16
1482,22 0.,1.81802E+16
9369,22 0.,1.81802E+16
2976,22 0.,1.81802E+16
4592,22 0.,1.81802E+16
7693,22 0.,1.81802E+16
9227,22 0.,1.81802E+16
7814,22 0.,1.81802E+16
6395,22 0.,1.81802E+16
447,22 0.,1.81802E+16
5068,22 0.,1.81802E+16
183,22 0.,1.81802E+16
6093,22 0.,1.81802E+16
7395,22 0.,1.81802E+16
5329,22 0.,1.81802E+16
2447,22 0.,1.81802E+16
6181,22 0.,1.81802E+16
7555,22 0.,1.81802E+16
5196,22 0.,1.81802E+16
5738,22 0.,1.81802E+16
6214,22 0.,1.81802E+16
4722,22 0.,1.81802E+16
7282,22 0.,1.81802E+16
6539,22 0.,1.81802E+16
6725,22 0.,1.81802E+16
9437,22 0.,1.81802E+16
3795,22 0.,1.81802E+16
6873,22 0.,1.81802E+16
997,22 0.,1.81802E+16
7560,22 0.,1.81802E+16
7145,22 0.,1.81802E+16
6876,22 0.,1.81802E+16
7626,22 0.,1.81802E+16
7326,22 0.,1.81802E+16
5147,22 0.,1.81802E+16
9836,22 0.,1.81802E+16
3472,22 0.,1.81802E+16
5762,22 0.,1.81802E+16
3761,22 0.,1.81802E+16
1692,22 0.,1.81802E+16
2784,22 0.,1.81802E+16
9329,22 0.,1.81802E+16
1784,22 0.,1.81802E+16
9165,22 0.,1.81802E+16
9834,22 0.,1.81802E+16
9435,22 0.,1.81802E+16
3875,22 0.,1.81802E+16
336,22 0.,1.81802E+16
5662,22 0.,1.81802E+16
2987,22 0.,1.81802E+16
7675,22 0.,1.81802E+16
6682,22 0.,1.81802E+16
5724,22 0.,1.81802E+16
8069,22 0.,1.81802E+16
5779,22 0.,1.81802E+16
5336,22 0.,1.81802E+16
7248,22 0.,1.81802E+16
6720,22 0.,1.81802E+16
6924,22 0.,1.81802E+16
9270,22 0.,1.81802E+16
3419,22 0.,1.81802E+16
9301,22 0.,1.81802E+16
9154,22 0.,1.81802E+16
9492,22 0.,1.81802E+16
9390,22 0.,1.81802E+16
6592,22 0.,1.81802E+16
6822,22 0.,1.81802E+16
7468,22 0.,1.81802E+16
2492,22 0.,1.81802E+16
7425,22 0.,1.81802E+16
7029,22 0.,1.81802E+16
4840,22 0.,1.81802E+16
7204,22 0.,1.81802E+16
4359,22 0.,1.81802E+16
2383,22 0.,1.81802E+16
7142,22 0.,1.81802E+16
4398,22 0.,1.81802E+16
9735,22 0.,1.81802E+16
9544,22 0.,1.81802E+16
7507,22 0.,1.81802E+16
9333,22 0.,1.81802E+16
2476,22 0.,1.81802E+16
7449,22 0.,1.81802E+16
1670,22 0.,1.81802E+16
899,22 0.,1.81802E+16
7422,22 0.,1.81802E+16
8453,22 0.,1.81802E+16
9506,22 0.,1.81802E+16
8730,22 0.,1.81802E+16
6224,22 0.,1.81802E+16
5003,22 0.,1.81802E+16
6906,22 0.,1.81802E+16
6275,22 0.,1.81802E+16
9408,21 0.,1.73538E+16
9132,21 0.,1.73538E+16
8140,21 0.,1.73538E+16
3943,21 0.,1.73538E+16
5495,21 0.,1.73538E+16
9141,21 0.,1.73538E+16
3895,21 0.,1.73538E+16
7554,21 0.,1.73538E+16
279,21 0.,1.73538E+16
7617,21 0.,1.73538E+16
8937,21 0.,1.73538E+16
9430,21 0.,1.73538E+16
7073,21 0.,1.73538E+16
9935,21 0.,1.73538E+16
9094,21 0.,1.73538E+16
6193,21 0.,1.73538E+16
6908,21 0.,1.73538E+16
9543,21 0.,1.73538E+16
6892,21 0.,1.73538E+16
873,21 0.,1.73538E+16
3914,21 0.,1.73538E+16
9342,21 0.,1.73538E+16
6319,21 0.,1.73538E+16
7836,21 0.,1.73538E+16
6199,21 0.,1.73538E+16
7067,21 0.,1.73538E+16
6373,21 0.,1.73538E+16
4847,21 0.,1.73538E+16
4882,21 0.,1.73538E+16
6717,21 0.,1.73538E+16
4163,21 0.,1.73538E+16
461,21 0.,1.73538E+16
4899,21 0.,1.73538E+16
4034,21 0.,1.73538E+16
3483,21 0.,1.73538E+16
4371,21 0.,1.73538E+16
9774,21 0.,1.73538E+16
3934,21 0.,1.73538E+16
7628,21 0.,1.73538E+16
4737,21 0.,1.73538E+16
9608,21 0.,1.73538E+16
8179,21 0.,1.73538E+16
4717,21 0.,1.73538E+16
9405,21 0.,1.73538E+16
9057,21 0.,1.73538E+16
7837,21 0.,1.73538E+16
7967,21 0.,1.73538E+16
5390,21 0.,1.73538E+16
5729,21 0.,1.73538E+16
6172,21 0.,1.73538E+16
7056,21 0.,1.73538E+16
7044,21 0.,1.73538E+16
7081,21 0.,1.73538E+16
1772,21 0.,1.73538E+16
362,21 0.,1.73538E+16
4732,21 0.,1.73538E+16
6159,21 0.,1.73538E+16
9603,21 0.,1.73538E+16
4362,21 0.,1.73538E+16
9576,21 0.,1.73538E+16
9962,21 0.,1.73538E+16
7255,21 0.,1.73538E+16
3552,21 0.,1.73538E+16
3860,21 0.,1.73538E+16
9034,21 0.,1.73538E+16
4388,21 0.,1.73538E+16
7655,21 0.,1.73538E+16
9668,21 0.,1.73538E+16
3497,21 0.,1.73538E+16
9249,21 0.,1.73538E+16
6273,21 0.,1.73538E+16
3928,21 0.,1.73538E+16
2852,21 0.,1.73538E+16
3889,21 0.,1.73538E+16
4672,21 0.,1.73538E+16
7328,21 0.,1.73538E+16
4967,21 0.,1.73538E+16
7170,21 0.,1.73538E+16
1694,21 0.,1.73538E+16
2743,21 0.,1.73538E+16
8336,21 0.,1.73538E+16
6414,21 0.,1.73538E+16
6882,21 0.,1.73538E+16
8434,21 0.,1.73538E+16
3384,21 0.,1.73538E+16
9225,21 0.,1.73538E+16
776,21 0.,1.73538E+16
6762,21 0.,1.73538E+16
7956,21 0.,1.73538E+16
9278,21 0.,1.73538E+16
6186,21 0.,1.73538E+16
9577,21 0.,1.73538E+16
7697,21 0.,1.73538E+16
3742,21 0.,1.73538E+16
4293,21 0.,1.73538E+16
989,21 0.,1.73538E+16
3905,21 0.,1.73538E+16
7820,21 0.,1.73538E+16
698,21 0.,1.73538E+16
678,21 0.,1.73538E+16
6054,21 0.,1.73538E+16
6291,21 0.,1.73538E+16
4278,21 0.,1.73538E+16
2759,21 0.,1.73538E+16
4082,21 0.,1.73538E+16
8489,21 0.,1.73538E+16
6981,21 0.,1.73538E+16
9659,21 0.,1.73538E+16
5089,21 0.,1.73538E+16
4609,21 0.,1.73538E+16
5043,21 0.,1.73538E+16
681,21 0.,1.73538E+16
1449,21 0.,1.73538E+16
9727,21 0.,1.73538E+16
6086,21 0.,1.73538E+16
3686,21 0.,1.73538E+16
7637,21 0.,1.73538E+16
7739,21 0.,1.73538E+16
9478,21 0.,1.73538E+16
7935,21 0.,1.73538E+16
4327,21 0.,1.73538E+16
5045,21 0.,1.73538E+16
8157,21 0.,1.73538E+16
4196,21 0.,1.73538E+16
5034,21 0.,1.73538E+16
8173,21 0.,1.73538E+16
6045,21 0.,1.73538E+16
3394,21 0.,1.73538E+16
9331,21 0.,1.73538E+16
4439,21 0.,1.73538E+16
3861,21 0.,1.73538E+16
6963,21 0.,1.73538E+16
5346,21 0.,1.73538E+16
6990,21 0.,1.73538E+16
9542,21 0.,1.73538E+16
4089,21 0.,1.73538E+16
9352,21 0.,1.73538E+16
6059,21 0.,1.73538E+16
3184,21 0.,1.73538E+16
6480,21 0.,1.73538E+16
9047,21 0.,1.73538E+16
6674,21 0.,1.73538E+16
7546,21 0.,1.73538E+16
3982,21 0.,1.73538E+16
834,21 0.,1.73538E+16
3076,21 0.,1.73538E+16
7199,21 0.,1.73538E+16
6799,21 0.,1.73538E+16
4504,21 0.,1.73538E+16
4195,21 0.,1.73538E+16
9772,21 0.,1.73538E+16
3673,21 0.,1.73538E+16
9496,21 0.,1.73538E+16
6370,21 0.,1.73538E+16
4449,21 0.,1.73538E+16
4189,21 0.,1.73538E+16
4361,21 0.,1.73538E+16
6132,21 0.,1.73538E+16
150,21 0.,1.73538E+16
3884,21 0.,1.73538E+16
5391,21 0.,1.73538E+16
7467,21 0.,1.73538E+16
5796,21 0.,1.73538E+16
7346,21 0.,1.73538E+16
4267,21 0.,1.73538E+16
7182,21 0.,1.73538E+16
3081,21 0.,1.73538E+16
2959,21 0.,1.73538E+16
5091,21 0.,1.73538E+16
7305,21 0.,1.73538E+16
9338,21 0.,1.73538E+16
3796,21 0.,1.73538E+16
9628,21 0.,1.73538E+16
7159,21 0.,1.73538E+16
4983,21 0.,1.73538E+16
9260,21 0.,1.73538E+16
9391,21 0.,1.73538E+16
9743,21 0.,1.73538E+16
9637,21 0.,1.73538E+16
7934,21 0.,1.73538E+16
6207,21 0.,1.73538E+16
7243,21 0.,1.73538E+16
2924,21 0.,1.73538E+16
9195,21 0.,1.73538E+16
6484,21 0.,1.73538E+16
5440,21 0.,1.73538E+16
2887,21 0.,1.73538E+16
9656,21 0.,1.73538E+16
9839,21 0.,1.73538E+16
7299,21 0.,1.73538E+16
5294,21 0.,1.73538E+16
4720,21 0.,1.73538E+16
4953,21 0.,1.73538E+16
966,21 0.,1.73538E+16
9857,21 0.,1.73538E+16
9347,21 0.,1.73538E+16
3496,21 0.,1.73538E+16
9765,21 0.,1.73538E+16
9728,21 0.,1.73538E+16
6507,21 0.,1.73538E+16
7279,21 0.,1.73538E+16
4604,21 0.,1.73538E+16
161,21 0.,1.73538E+16
9621,21 0.,1.73538E+16
3848,21 0.,1.73538E+16
982,21 0.,1.73538E+16
3892,21 0.,1.73538E+16
8067,21 0.,1.73538E+16
6309,21 0.,1.73538E+16
9782,21 0.,1.73538E+16
2762,21 0.,1.73538E+16
5737,21 0.,1.73538E+16
7416,21 0.,1.73538E+16
6927,21 0.,1.73538E+16
7550,21 0.,1.73538E+16
7922,21 0.,1.73538E+16
9824,21 0.,1.73538E+16
7538,21 0.,1.73538E+16
7226,21 0.,1.73538E+16
6772,21 0.,1.73538E+16
9183,21 0.,1.73538E+16
2790,21 0.,1.73538E+16
7317,21 0.,1.73538E+16
7544,21 0.,1.73538E+16
2948,21 0.,1.73538E+16
779,21 0.,1.73538E+16
3670,21 0.,1.73538E+16
4492,21 0.,1.73538E+16
6707,21 0.,1.73538E+16
655,21 0.,1.73538E+16
2934,21 0.,1.73538E+16
397,20 0.,1.65275E+16
3381,20 0.,1.65275E+16
540,20 0.,1.65275E+16
2746,20 0.,1.65275E+16
6438,20 0.,1.65275E+16
3996,20 0.,1.65275E+16
6953,20 0.,1.65275E+16
4871,20 0.,1.65275E+16
4674,20 0.,1.65275E+16
3929,20 0.,1.65275E+16
568,20 0.,1.65275E+16
8378,20 0.,1.65275E+16
8370,20 0.,1.65275E+16
6943,20 0.,1.65275E+16
4405,20 0.,1.65275E+16
7464,20 0.,1.65275E+16
864,20 0.,1.65275E+16
7169,20 0.,1.65275E+16
7372,20 0.,1.65275E+16
3957,20 0.,1.65275E+16
6005,20 0.,1.65275E+16
5376,20 0.,1.65275E+16
3979,20 0.,1.65275E+16
7993,20 0.,1.65275E+16
782,20 0.,1.65275E+16
248,20 0.,1.65275E+16
9384,20 0.,1.65275E+16
6595,20 0.,1.65275E+16
2694,20 0.,1.65275E+16
8660,20 0.,1.65275E+16
6467,20 0.,1.65275E+16
6074,20 0.,1.65275E+16
9332,20 0.,1.65275E+16
6254,20 0.,1.65275E+16
944,20 0.,1.65275E+16
6748,20 0.,1.65275E+16
5934,20 0.,1.65275E+16
9368,20 0.,1.65275E+16
7104,20 0.,1.65275E+16
7975,20 0.,1.65275E+16
6697,20 0.,1.65275E+16
4482,20 0.,1.65275E+16
9139,20 0.,1.65275E+16
9343,20 0.,1.65275E+16
6469,20 0.,1.65275E+16
3785,20 0.,1.65275E+16
4870,20 0.,1.65275E+16
9718,20 0.,1.65275E+16
196,20 0.,1.65275E+16
9607,20 0.,1.65275E+16
860,20 0.,1.65275E+16
4194,20 0.,1.65275E+16
2173,20 0.,1.65275E+16
5293,20 0.,1.65275E+16
4043,20 0.,1.65275E+16
6216,20 0.,1.65275E+16
260,20 0.,1.65275E+16
9582,20 0.,1.65275E+16
6843,20 0.,1.65275E+16
9817,20 0.,1.65275E+16
2841,20 0.,1.65275E+16
261,20 0.,1.65275E+16
9279,20 0.,1.65275E+16
4923,20 0.,1.65275E+16
9194,20 0.,1.65275E+16
4770,20 0.,1.65275E+16
